Observation,Energy
50404,59.28678131
50405,15.68196487
50406,207.3671875
50407,31.51107788
50408,181.7340088
50409,217.6521301
50410,312.2655029
50411,30.5217247
50412,119.7282867
50413,41.13491821
50414,121.1202087
50415,131.3221588
50416,57.6557579
50417,65.28738403
50418,77.05410767
50419,43.86343765
50420,145.3321075
50421,121.3442917
50422,44.70708084
50423,83.41440582
50424,54.90538406
50425,272.8271484
50426,148.6296997
50427,105.2218781
50428,126.5676422
50429,126.912735
50430,119.591423
50431,60.59065247
50432,65.97872925
50433,41.15275574
50434,90.64069366
50435,75.18358612
50436,68.41059875
50437,85.49214935
50438,168.4130707
50439,225.0763855
50440,25.97443008
50441,92.12908173
50442,51.48779678
50443,64.79971313
50444,124.1943512
50445,371.0439148
50446,114.3953781
50447,84.3970871
50448,34.58942795
50449,60.02643204
50450,91.52890778
50451,166.3017273
50452,93.13233185
50453,61.81594086
50454,116.9827728
50455,74.9903183
50456,57.45542908
50457,68.18744659
50458,45.72677994
50459,89.10307312
50460,106.2013168
50461,59.84838104
50462,266.329834
50463,75.54251862
50464,182.4634094
50465,54.59476089
50466,96.25495148
50467,165.188324
50468,230.0761566
50469,76.39662933
50470,37.89447403
50471,92.26187897
50472,42.07307816
50473,58.78370667
50474,106.6573105
50475,90.08605957
50476,55.88208008
50477,43.12895966
50478,151.4512177
50479,90.17717743
50480,48.00844193
50481,83.86071014
50482,146.7145233
50483,33.93202209
50484,79.8125
50485,347.0423279
50486,67.80289459
50487,37.6111145
50488,125.2331772
50489,368.3733215
50490,56.46144485
50491,107.6412735
50492,164.2676086
50493,53.29879761
50494,68.75263977
50495,54.85121536
50496,68.76351929
50497,50.90006638
50498,96.49005127
50499,110.2283859
50500,48.5231514
50501,87.23061371
50502,34.05348969
50503,89.086586
50504,59.74230576
50505,29.3592453
50506,45.03799438
50507,56.39048767
50508,19.88371849
50509,108.8861084
50510,56.68724442
50511,87.46577454
50512,42.10882568
50513,51.52302551
50514,83.1233902
50515,114.3352203
50516,157.3509521
50517,120.9310532
50518,60.98545074
50519,113.1423416
50520,217.9969482
50521,56.92253113
50522,100.4210205
50523,94.46763611
50524,92.96279907
50525,42.80577087
50526,86.53108215
50527,114.1397247
50528,68.29360199
50529,174.8643036
50530,78.68041229
50531,96.30582428
50532,137.103775
50533,48.01025391
50534,63.42336655
50535,111.5434189
50536,84.41325378
50537,29.43161201
50538,292.2346802
50539,126.4782486
50540,48.12650681
50541,63.74876022
50542,73.34581757
50543,77.24770355
50544,57.41842651
50545,113.237793
50546,51.41622925
50547,177.3847961
50548,89.56743622
50549,55.30067825
50550,67.00630188
50551,28.6412487
50552,78.42971039
50553,138.3286285
50554,49.56464386
50555,29.7941227
50556,96.39847565
50557,67.32724762
50558,192.3880768
50559,111.0821152
50560,137.9363098
50561,399.0469666
50562,116.4419861
50563,68.97516632
50564,60.79320526
50565,34.12815094
50566,595.1477661
50567,113.7372818
50568,68.1728363
50569,54.44028091
50570,95.95055389
50571,270.6010742
50572,258.5883789
50573,84.23153687
50574,70.91194153
50575,69.40381622
50576,51.13672638
50577,64.48722839
50578,121.7797928
50579,141.6235352
50580,113.3549042
50581,72.68608856
50582,30.78217697
50583,32.51535034
50584,67.37815857
50585,75.9054718
50586,115.5081329
50587,61.64403152
50588,40.20981216
50589,243.9326324
50590,95.70072174
50591,147.3349304
50592,112.178299
50593,57.15205765
50594,60.46353912
50595,50.85789871
50596,52.56834793
50597,87.79239655
50598,115.3777924
50599,77.59416199
50600,66.48987579
50601,93.71417236
50602,348.9438782
50603,74.95455933
50604,120.0485916
50605,139.9919739
50606,54.3466568
50607,74.48803711
50608,135.4370575
50609,68.41534424
50610,38.24044418
50611,69.14432526
50612,38.32764435
50613,132.6866455
50614,63.54570389
50615,70.10394287
50616,95.43408203
50617,121.3591232
50618,78.84377289
50619,50.4552269
50620,32.58427048
50621,173.4519196
50622,259.0437622
50623,115.2533875
50624,83.45728302
50625,127.8065948
50626,130.1713409
50627,197.9292297
50628,105.1593475
50629,208.8887482
50630,69.34568024
50631,474.589447
50632,106.3056335
50633,163.6708374
50634,364.6723938
50635,144.5840912
50636,239.5652771
50637,39.34880829
50638,87.79967499
50639,47.0113678
50640,176.8414917
50641,79.69651794
50642,44.71612549
50643,75.47670746
50644,54.87548447
50645,99.73784637
50646,218.9706116
50647,56.5185051
50648,63.01782608
50649,38.83242035
50650,184.7891998
50651,70.66617584
50652,40.31459808
50653,99.17913055
50654,81.91457367
50655,72.06388092
50656,68.7616806
50657,299.3540039
50658,83.57969666
50659,146.9425659
50660,100.4191437
50661,29.48474312
50662,71.42868042
50663,44.21895218
50664,40.92634583
50665,90.01455688
50666,85.14312744
50667,70.33229065
50668,52.05566788
50669,180.4030457
50670,286.0012207
50671,75.60263062
50672,38.4902916
50673,51.5814743
50674,70.97613525
50675,113.9824753
50676,86.35483551
50677,37.37844467
50678,107.5382233
50679,105.8580856
50680,119.775116
50681,140.7109833
50682,82.50134277
50683,93.77306366
50684,111.0660324
50685,130.4581909
50686,69.97764587
50687,166.2206573
50688,83.61403656
50689,75.5663681
50690,55.75928497
50691,53.78881073
50692,216.4532013
50693,75.35743713
50694,59.16427612
50695,359.5240173
50696,58.95635223
50697,100.0372467
50698,136.6142273
50699,90.39875793
50700,13.72782993
50701,105.1565094
50702,421.7530823
50703,35.20118332
50704,42.37287903
50705,45.62862396
50706,67.12619781
50707,113.1934891
50708,392.0152893
50709,58.75093842
50710,38.64857483
50711,169.2337494
50712,65.21378326
50713,49.97350311
50714,129.9954987
50715,90.28321075
50716,89.12602234
50717,60.04524612
50718,202.5635529
50719,72.71446991
50720,87.12348175
50721,108.2911072
50722,172.7534637
50723,42.83279419
50724,35.51218414
50725,106.9326019
50726,56.83508301
50727,71.71960449
50728,249.5153046
50729,40.92337418
50730,189.5872955
50731,391.7714844
50732,102.9717026
50733,43.25286865
50734,334.9092712
50735,207.1704254
50736,117.7717819
50737,72.82426453
50738,122.8518295
50739,27.32285309
50740,43.27828217
50741,52.9115181
50742,183.7823029
50743,230.7307587
50744,74.32115936
50745,47.3033905
50746,192.2730255
50747,110.7060623
50748,220.6006012
50749,38.26460266
50750,136.6487427
50751,43.78104782
50752,197.0791016
50753,127.333786
50754,67.28839111
50755,55.87395096
50756,68.65203094
50757,23.04269791
50758,53.3335228
50759,105.4777069
50760,48.448349
50761,171.5613098
50762,25.87051773
50763,20.81484795
50764,83.84260559
50765,52.2362709
50766,62.16834641
50767,80.37356567
50768,76.12766266
50769,49.99766159
50770,43.56856918
50771,66.15778351
50772,155.2833099
50773,44.09347916
50774,107.4708939
50775,61.23132706
50776,134.5236816
50777,76.97667694
50778,125.6935883
50779,266.6416016
50780,70.76204681
50781,48.88747406
50782,25.43074608
50783,167.7456512
50784,161.9367981
50785,129.4837952
50786,56.25506973
50787,111.5377502
50788,131.8062134
50789,85.75473785
50790,68.88492584
50791,68.60709381
50792,65.63269043
50793,68.84953308
50794,76.77389526
50795,71.23400879
50796,107.4468994
50797,69.79951477
50798,216.3516693
50799,163.9705963
50800,110.5775528
50801,443.0923462
50802,108.878067
50803,77.6993103
50804,92.06357574
50805,126.7807388
50806,59.91701126
50807,69.78075409
50808,106.9946518
50809,56.68710327
50810,185.5944824
50811,37.28741074
50812,135.8984375
50813,107.0147171
50814,423.0672302
50815,56.64328384
50816,17.04665375
50817,122.0356598
50818,115.4303207
50819,92.10630798
50820,190.2800903
50821,46.21900558
50822,117.2497559
50823,75.84745789
50824,265.3765564
50825,50.36626053
50826,77.46141052
50827,224.0101471
50828,85.94582367
50829,63.31655884
50830,64.28159332
50831,125.6804504
50832,129.0774536
50833,43.46497345
50834,71.70554352
50835,54.14792633
50836,64.62742615
50837,182.0891571
50838,68.39220428
50839,72.32329559
50840,34.79141235
50841,127.1781006
50842,87.36309814
50843,145.3179016
50844,96.11281586
50845,40.95315552
50846,26.53741646
50847,88.35229492
50848,89.69207764
50849,50.53830719
50850,56.06168365
50851,78.00827789
50852,60.24283218
50853,50.16413498
50854,59.38172531
50855,74.23291779
50856,96.79903412
50857,74.25283813
50858,49.74408722
50859,38.38060379
50860,55.17726517
50861,98.95816803
50862,82.09722137
50863,192.7622375
50864,112.5467453
50865,248.5677948
50866,83.64031982
50867,69.26580811
50868,110.7849426
50869,82.04337311
50870,51.31008148
50871,74.43261719
50872,71.83274841
50873,161.9469452
50874,84.57315063
50875,84.60553741
50876,385.0879822
50877,106.6439514
50878,131.3059845
50879,156.6226654
50880,125.3034363
50881,67.95191956
50882,287.0963135
50883,132.0186462
50884,72.64674377
50885,154.2432404
50886,177.5281982
50887,109.5984039
50888,83.81484222
50889,272.6081238
50890,108.6778488
50891,98.42233276
50892,36.12209702
50893,159.6699982
50894,122.834938
50895,48.29167557
50896,114.0733337
50897,100.5448303
50898,69.77281189
50899,49.65985107
50900,150.4302521
50901,60.48578644
50902,113.264473
50903,96.99780273
50904,41.50814819
50905,88.8821106
50906,42.80932236
50907,77.63317108
50908,50.34960938
50909,96.43378448
50910,236.092865
50911,91.59507751
50912,57.48646164
50913,94.36968231
50914,245.5204315
50915,55.65497208
50916,114.3411484
50917,170.9669189
50918,220.0703278
50919,88.14080048
50920,69.45449829
50921,257.2749939
50922,201.3408203
50923,107.6315002
50924,257.309021
50925,75.10218811
50926,195.0682678
50927,46.44974136
50928,86.83851624
50929,113.3407745
50930,85.66671753
50931,73.03984833
50932,68.41820526
50933,35.8190155
50934,96.5765152
50935,121.6907196
50936,44.07805252
50937,61.50708008
50938,148.3283844
50939,29.0578537
50940,72.52017212
50941,39.32812881
50942,120.2904739
50943,55.49979782
50944,160.2879639
50945,51.88153076
50946,67.40345001
50947,81.36685181
50948,50.03318405
50949,60.66830063
50950,105.5675659
50951,46.38033676
50952,18.90648079
50953,107.6567612
50954,46.4822731
50955,169.9444122
50956,72.38591766
50957,47.43535614
50958,138.4689789
50959,55.06530762
50960,278.526062
50961,33.34646606
50962,77.3758316
50963,61.43214417
50964,182.8525543
50965,26.34514999
50966,28.83275604
50967,213.1130676
50968,121.1402969
50969,56.45455933
50970,237.5113831
50971,19.15813065
50972,76.38239288
50973,116.0678864
50974,96.55543518
50975,76.11831665
50976,90.06488037
50977,17.44133186
50978,55.45577621
50979,38.62960052
50980,34.31336975
50981,81.62494659
50982,106.1371841
50983,454.1331787
50984,135.240921
50985,56.37406921
50986,189.5982971
50987,88.98580933
50988,79.10992432
50989,220.8114929
50990,49.19307327
50991,27.31854248
50992,177.4672089
50993,61.81661987
50994,42.64936066
50995,80.65116882
50996,92.3235321
50997,114.3472519
50998,43.93611526
50999,102.5293198
51000,71.7878418
51001,156.2388306
51002,101.076683
51003,52.20690155
51004,48.88579941
51005,157.4880371
51006,56.47363281
51007,44.11274719
51008,139.5608673
51009,72.92521667
51010,284.1468811
51011,93.66503906
51012,56.48505402
51013,135.7032471
51014,118.1199417
51015,73.43981171
51016,76.68222809
51017,49.46187592
51018,107.8397064
51019,76.64674377
51020,62.38002777
51021,72.69342804
51022,279.3879089
51023,55.37372589
51024,135.4829102
51025,51.0760231
51026,117.2352829
51027,73.33822632
51028,55.39834976
51029,61.13462448
51030,125.4415665
51031,35.63027573
51032,123.7530594
51033,53.2247963
51034,320.0266724
51035,66.14667511
51036,26.58065033
51037,253.1654358
51038,38.16954803
51039,123.8545532
51040,193.9026642
51041,40.70184708
51042,74.11700439
51043,53.3294487
51044,78.13575745
51045,77.27417755
51046,61.84088135
51047,98.28697968
51048,232.403244
51049,90.30765533
51050,55.60062408
51051,106.8150101
51052,192.6669769
51053,50.9382515
51054,33.7092247
51055,37.73358154
51056,67.92027283
51057,91.77983856
51058,97.81087494
51059,67.6916275
51060,106.9095306
51061,43.66127777
51062,388.8060608
51063,87.03657532
51064,185.3260498
51065,45.51252365
51066,83.09524536
51067,177.7599945
51068,46.92002106
51069,183.4582672
51070,72.12195587
51071,126.2124634
51072,223.5196991
51073,106.6844482
51074,6.677817345
51075,35.29192734
51076,43.11325836
51077,226.8844299
51078,73.99179077
51079,53.17497253
51080,74.05036926
51081,87.33631134
51082,147.4488678
51083,53.83898926
51084,65.72846985
51085,208.4518127
51086,51.49426651
51087,145.5180511
51088,129.2495117
51089,99.05071259
51090,115.5603027
51091,111.9660187
51092,423.2058411
51093,191.3112793
51094,64.71464539
51095,284.1572266
51096,139.8975372
51097,186.8572845
51098,62.94136429
51099,158.5769196
51100,83.02529144
51101,59.82091904
51102,76.92175293
51103,76.03335571
51104,102.411972
51105,46.811203
51106,59.81322098
51107,77.77111053
51108,109.693634
51109,52.15908813
51110,95.56938171
51111,100.9109726
51112,85.76641083
51113,42.26949692
51114,52.27625275
51115,34.26113129
51116,77.55800629
51117,98.79576111
51118,70.45207977
51119,54.94102859
51120,132.0357971
51121,27.34826279
51122,90.02772522
51123,80.50968933
51124,34.64411926
51125,50.31238556
51126,71.59820557
51127,82.9076004
51128,108.1981583
51129,101.1364822
51130,118.0291824
51131,294.430603
51132,159.467865
51133,72.95820618
51134,181.3295746
51135,85.16523743
51136,84.57566071
51137,136.2571869
51138,100.8227921
51139,232.1521912
51140,98.59715271
51141,99.43422699
51142,44.84172058
51143,307.1393433
51144,89.03374481
51145,66.48713684
51146,59.68210983
51147,231.0128021
51148,46.06793976
51149,62.91637802
51150,218.0605774
51151,114.0801468
51152,52.34718323
51153,58.64334106
51154,65.54079437
51155,66.65215302
51156,59.58191299
51157,119.1975098
51158,164.6115875
51159,79.19233704
51160,202.3181763
51161,260.6716003
51162,49.5511322
51163,72.5147171
51164,97.26847076
51165,84.61432648
51166,81.42095947
51167,54.37049484
51168,63.97272491
51169,78.08276367
51170,197.0801544
51171,53.64219284
51172,119.3291626
51173,159.6023254
51174,246.3975525
51175,114.5426407
51176,93.40447998
51177,95.07745361
51178,120.6096039
51179,59.36222839
51180,99.17209625
51181,135.949173
51182,42.17281723
51183,38.63392258
51184,58.40580368
51185,109.4068985
51186,57.04001999
51187,96.82440186
51188,227.741394
51189,70.51843262
51190,65.95987701
51191,126.5176468
51192,130.9515381
51193,104.583107
51194,57.77898407
51195,40.37421799
51196,66.08454132
51197,46.30077744
51198,156.9307251
51199,69.42198181
51200,315.3306885
51201,61.18481064
51202,67.85753632
51203,144.7588806
51204,143.2398376
51205,48.5447197
51206,128.4537506
51207,51.36977768
51208,48.41248322
51209,120.7797928
51210,132.6435394
51211,115.5780411
51212,68.46176147
51213,66.57259369
51214,87.01816559
51215,48.49206924
51216,82.24944305
51217,218.974823
51218,504.1373291
51219,39.03193283
51220,68.82263947
51221,93.94621277
51222,96.92345428
51223,60.70245743
51224,71.79924774
51225,72.73443604
51226,67.96881866
51227,105.5609512
51228,47.47615814
51229,46.73146439
51230,54.44841766
51231,69.85926056
51232,110.0356369
51233,108.2770386
51234,143.3122711
51235,49.41308212
51236,64.52188873
51237,55.7224884
51238,245.7376099
51239,53.58776855
51240,42.16783905
51241,80.0573349
51242,32.32465363
51243,115.3540955
51244,37.00699997
51245,116.9685593
51246,60.24393845
51247,198.206955
51248,46.40736771
51249,73.23200226
51250,69.32483673
51251,45.83526993
51252,60.06303024
51253,99.12967682
51254,74.14669037
51255,66.88530731
51256,67.02041626
51257,32.173069
51258,51.57739639
51259,80.3759613
51260,89.47621918
51261,79.82228851
51262,111.9943848
51263,66.00669098
51264,35.01324463
51265,68.46527863
51266,457.5404053
51267,95.42915344
51268,69.90618134
51269,188.492218
51270,46.87883759
51271,28.44119072
51272,96.62902069
51273,150.6391602
51274,153.2386627
51275,53.50846863
51276,145.3024292
51277,106.3802719
51278,53.47028732
51279,38.5573616
51280,48.80160141
51281,64.21852112
51282,144.8419495
51283,101.2738113
51284,106.7125931
51285,153.4563599
51286,25.63895416
51287,6.894531727
51288,107.1774063
51289,114.7884064
51290,165.319397
51291,59.17981339
51292,47.11010742
51293,168.7141724
51294,115.2092972
51295,59.79589462
51296,95.63057709
51297,51.4285965
51298,50.14264297
51299,39.86022949
51300,54.21578979
51301,268.5490112
51302,167.853363
51303,152.6504059
51304,85.53121185
51305,202.4023743
51306,73.29506683
51307,95.69481659
51308,82.08955383
51309,89.37857819
51310,74.9552002
51311,73.05233765
51312,53.61712646
51313,63.66159439
51314,107.0323944
51315,84.63471222
51316,68.20602417
51317,106.9866257
51318,88.87041473
51319,103.6753159
51320,60.6190033
51321,72.7334671
51322,39.2494812
51323,45.6690712
51324,141.6838379
51325,62.1093483
51326,97.61891937
51327,54.92788696
51328,70.54551697
51329,67.33999634
51330,67.63027191
51331,48.31439972
51332,202.8659821
51333,65.33843231
51334,405.5584717
51335,109.9326096
51336,68.82115936
51337,119.0042038
51338,84.46282959
51339,29.03917885
51340,37.8799324
51341,66.97668457
51342,117.4087448
51343,44.5124054
51344,156.2798767
51345,111.486908
51346,72.89994812
51347,135.1489105
51348,153.1125946
51349,259.0580444
51350,73.18916321
51351,55.21811295
51352,45.21430206
51353,77.53753662
51354,55.2807579
51355,118.717865
51356,124.3679047
51357,44.77726746
51358,57.37169266
51359,71.15335083
51360,157.5905914
51361,40.20614243
51362,79.69480896
51363,47.46841431
51364,49.49662018
51365,81.23378754
51366,115.1832504
51367,323.5219116
51368,272.3933716
51369,97.78768158
51370,99.15511322
51371,110.7823105
51372,58.35668945
51373,186.4667358
51374,64.90506744
51375,45.70371246
51376,466.2739258
51377,135.8725891
51378,76.95249176
51379,47.31805038
51380,69.34667206
51381,156.4909515
51382,38.73227692
51383,58.73320389
51384,164.2950897
51385,75.0676651
51386,103.0202179
51387,306.8713074
51388,85.72589874
51389,94.07106781
51390,255.0152283
51391,161.878479
51392,54.35021591
51393,89.29421997
51394,67.10002899
51395,97.96209717
51396,44.72030258
51397,64.35583496
51398,102.345459
51399,118.3207245
51400,66.11174774
51401,390.8709106
51402,117.3324432
51403,40.38051987
51404,93.0453186
51405,70.45061493
51406,151.278183
51407,59.0050087
51408,43.38101959
51409,128.8017273
51410,225.4149017
51411,110.8806458
51412,99.35571289
51413,60.62305832
51414,117.0218582
51415,184.663147
51416,53.52495193
51417,216.5067444
51418,52.53733444
51419,49.13659286
51420,55.50068283
51421,114.0151596
51422,87.32435608
51423,300.322052
51424,69.81034088
51425,-3.149482012
51426,44.79188919
51427,94.30525208
51428,51.99541092
51429,73.39654541
51430,224.5213013
51431,151.4321136
51432,87.51338196
51433,70.66365051
51434,82.38395691
51435,262.9411011
51436,40.07672882
51437,89.99590302
51438,37.9536438
51439,88.01165009
51440,35.33472443
51441,121.2702942
51442,109.6719894
51443,53.09589005
51444,50.03062439
51445,189.0917053
51446,204.0460052
51447,214.2921753
51448,52.11302567
51449,48.91584778
51450,151.9738922
51451,65.86416626
51452,110.1323395
51453,190.0418243
51454,127.6002731
51455,56.81683731
51456,20.28216934
51457,212.0358582
51458,29.29270363
51459,48.96121979
51460,63.71769333
51461,94.33000946
51462,61.06620407
51463,66.35642242
51464,39.8657074
51465,139.871521
51466,229.4662781
51467,57.45105743
51468,53.18481064
51469,76.82830048
51470,108.114296
51471,74.34290314
51472,93.15089417
51473,48.61720276
51474,59.27859116
51475,67.34435272
51476,162.6830139
51477,120.8944092
51478,21.98676109
51479,70.86922455
51480,92.81995392
51481,46.07365799
51482,39.65446472
51483,119.0341187
51484,107.9487076
51485,76.75004578
51486,91.63978577
51487,32.51638412
51488,63.95031738
51489,54.75665665
51490,47.14611053
51491,175.6268311
51492,274.387146
51493,49.3068924
51494,109.3803787
51495,149.8079834
51496,145.5082245
51497,87.50905609
51498,153.9422607
51499,48.17094421
51500,185.0957336
51501,56.69924164
51502,368.3772888
51503,271.1100159
51504,62.25348663
51505,113.0161591
51506,63.15066147
51507,337.8917542
51508,140.0426941
51509,119.1670151
51510,141.88591
51511,117.4093552
51512,71.95042419
51513,91.73501587
51514,81.70879364
51515,145.1291351
51516,147.7556152
51517,67.11972809
51518,37.9986496
51519,49.36670685
51520,80.53954315
51521,76.51558685
51522,132.729599
51523,151.3036041
51524,96.89636993
51525,59.94475174
51526,97.52742004
51527,91.82449341
51528,67.23834229
51529,91.90274811
51530,92.27676392
51531,43.78881836
51532,111.5975037
51533,406.0385132
51534,112.6221313
51535,71.13301086
51536,43.77511597
51537,66.06158447
51538,49.45517731
51539,75.50005341
51540,122.5324936
51541,114.8843231
51542,151.9027863
51543,110.4987335
51544,169.1976624
51545,45.32077026
51546,114.4606247
51547,107.579567
51548,133.1786041
51549,69.70680237
51550,105.116951
51551,77.99565887
51552,338.0784912
51553,134.1906738
51554,441.1176758
51555,45.70060349
51556,250.9358826
51557,84.58043671
51558,111.040863
51559,39.94754028
51560,89.77936554
51561,33.69820786
